title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,legion_riders,sons_of_american_legion,auxiliary,boys_state,baseball,oratorical_contest,commander,dues,meeting_info,mylegion_url
American Legion AL Post 0030,legion-post-0030-al,local,Post 0030,legion,LEGION,world-war-1,World War I,AL,alabama,Jackson County,jackson-county,al_01071,1616 Heroes St,Scottsboro,35768,34.6631,-86.0415,true,(256) 948-7869,commanderjcpost30@gmail.com,https://jcpost30.org,,,,,,,true,true,true,true,true,true,true,Kevin Simon,50.0,Meetings 4th Tuesday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003000L&@IP_IDENTITY_SCID=0
American Legion AL Post 0031,legion-post-0031-al,local,Post 0031,legion,LEGION,world-war-1,World War I,AL,alabama,Franklin County,franklin-county,al_01059,110 N Main St,Tuscumbia,35674,34.73253,-87.70341,true,(256) 483-0610,,,,,,,,,false,true,false,true,true,true,true,John D Hargett,50.0,Meetings 3rd Monday of each month meal @ 6:00 PM meeting @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0032,legion-post-0032-al,local,Post 0032,legion,LEGION,world-war-1,World War I,AL,alabama,Lamar County,lamar-county,al_01075,53960 Hwy 17,Sulligent,35586,33.881909,-88.126777,true,,,,,,,,,,false,false,false,false,false,false,false,Roger L Jones,50.0,Meetings 1st Thursday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0033,legion-post-0033-al,local,Post 0033,legion,LEGION,world-war-1,World War I,AL,alabama,Winston County,winston-county,al_01133,921 26th St,Haleyville,35565,34.2277,-87.6188,true,,,,,,,,,,false,false,false,false,false,false,false,Joel T Carranza,50.0,Meetings 1st Thursday of each month @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003300L&@IP_IDENTITY_SCID=0
American Legion AL Post 0034,legion-post-0034-al,local,Post 0034,legion,LEGION,world-war-1,World War I,AL,alabama,Tuscaloosa County,tuscaloosa-county,al_01125,PO Box 20379,Tuscaloosa,35402-0379,33.2291,-87.525,true,,bbutler3105@gmail.com,,,,,,,,false,false,false,false,false,false,false,William B Butler,50.0,"Meetings 2nd Monday of each month; meal @ 6pm & meeting @ 7pm. held at skyland baptist church, 3320 skyland blvd e, tuscaloosa, al 35405.",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003400L&@IP_IDENTITY_SCID=0
American Legion AL Post 0039,legion-post-0039-al,local,Post 0039,legion,LEGION,world-war-1,World War I,AL,alabama,DeKalb County,dekalb-county,al_01049,3325 County Road 120,Valley Head,35989,34.601983,-85.698045,true,(256) 717-9840,rdpope@farmerstel.com,https://www.facebook.com/groups/447580217229761/,,,,,,,false,true,true,true,true,true,true,Richard Pope,55.0,Meetings 3rd Thursday each month. meal @ 6 PM; meeting @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001003900L&@IP_IDENTITY_SCID=0
American Legion AL Post 0040,legion-post-0040-al,local,Post 0040,legion,LEGION,world-war-1,World War I,AL,alabama,Tuscaloosa County,tuscaloosa-county,al_01125,PO Box 608,Gordo,35466,33.3221,-87.9104,true,(205) 399-6029,larryobryant4@gmail.com,,,,,,,,false,false,false,false,false,false,false,Larry Obryant,60.0,Meetings 3rd Thursday each month @ 6:30 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004000L&@IP_IDENTITY_SCID=0
American Legion AL Post 0041,legion-post-0041-al,local,Post 0041,legion,LEGION,world-war-1,World War I,AL,alabama,Marengo County,marengo-county,al_01091,501 N Walnut Ave,Demopolis,36732,32.520621,-87.837687,true,(334) 289-0556,thboggs@ldllc.com,,,,,,,,false,false,false,false,false,false,false,Thomas H Boggs Jr,55.0,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0042,legion-post-0042-al,local,Post 0042,legion,LEGION,world-war-1,World War I,AL,alabama,Crenshaw County,crenshaw-county,al_01041,1085 Neil Grantham Dr,Elba,36323,31.431716,-86.068466,true,(254) 289-0087,elbapost42@gmail.com,,,,,,,,false,false,false,false,false,false,false,Craig L Whetstine,50.0,Meetings 2nd Saturday of each month @ 10:30am,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0043,legion-post-0043-al,local,Post 0043,legion,LEGION,world-war-1,World War I,AL,alabama,Jefferson County,jefferson-county,al_01073,101028.0,,35210,33.5408,-86.6917,true,(205) 937-5442,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004300L&@IP_IDENTITY_SCID=0
American Legion AL Post 0044,legion-post-0044-al,local,Post 0044,legion,LEGION,world-war-1,World War I,AL,alabama,Baldwin County,baldwin-county,al_01003,6781 State Highway 59,Gulf Shores,36542,30.313403,-87.68304,true,(251) 948-6119,legionpost44@gulftel.com,http://www.facebook.com/pc44gsal,,,,,,,false,true,true,false,true,true,true,Ira E Allen,55.0,Meetings 2nd Sunday of each month @ 3:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004400L&@IP_IDENTITY_SCID=0
American Legion AL Post 0045,legion-post-0045-al,local,Post 0045,legion,LEGION,world-war-1,World War I,AL,alabama,Talladega County,talladega-county,al_01121,8 S Hammett Ave,Sylacauga,35150,33.167136,-86.26362,true,(256) 369-2934,,,,,,,,,false,true,true,false,true,true,true,Jonathan D Hall,55.0,Meetings 1st Tuesday of each month @ 8:00am,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004500L&@IP_IDENTITY_SCID=0
American Legion AL Post 0047,legion-post-0047-al,local,Post 0047,legion,LEGION,world-war-1,World War I,AL,alabama,Tuscaloosa County,tuscaloosa-county,al_01125,195 Rose Ln,West Blocton,35184,33.1216,-87.1167,true,,,,,,,,,,false,true,true,false,true,true,true,Rance Galloway,60.0,Meetings 4th Tuesday of each month,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004700L&@IP_IDENTITY_SCID=0
American Legion AL Post 0048,legion-post-0048-al,local,Post 0048,legion,LEGION,world-war-1,World War I,AL,alabama,Baldwin County,baldwin-county,al_01003,PO Box 701,Lillian,36549,30.3952,-87.4593,true,,legionpost48@aol.com,,,,,,,,false,false,false,false,false,false,false,James M Willis,55.0,Meetings 3rd Monday each month @ 7:00 PM in lillian community club,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004800L&@IP_IDENTITY_SCID=0
American Legion AL Post 0049,legion-post-0049-al,local,Post 0049,legion,LEGION,world-war-1,World War I,AL,alabama,Limestone County,limestone-county,al_01083,PO Box 45,Athens,35611,34.7846,-86.9517,true,(256) 230-6233,alegionpost49@gmail.com,,,,,,,,false,true,true,false,true,true,true,Camden J Kent Jr,49.0,Meetings 1st Thursday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001004900L&@IP_IDENTITY_SCID=0
American Legion AL Post 0051,legion-post-0051-al,local,Post 0051,legion,LEGION,world-war-1,World War I,AL,alabama,Marion County,marion-county,al_01093,829713.0,,35543,34.273848,-87.701158,true,(205)486-1717,,,,,,,,,,,,,,,,,,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001005100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0052,legion-post-0052-al,local,Post 0052,legion,LEGION,world-war-1,World War I,AL,alabama,Morgan County,morgan-county,al_01103,1110 Sparkman St NW,Hartselle,35640,34.454025,-86.941659,true,(256) 773-8153,post52hartselle@gmail.com,,,,,,,,true,true,false,true,true,true,true,Michael Bleichroth,52.0,Meetings 1st Thursday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001005200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0053,legion-post-0053-al,local,Post 0053,legion,LEGION,world-war-1,World War I,AL,alabama,Randolph County,randolph-county,al_01111,1475 Main St,Roanoke,36274,33.159156,-85.381576,true,(334) 338-5259,americanlegionpost053@gmail.com,,,,,,,,false,false,false,false,false,false,false,James E Bolton,52.0,Meetings 1st Tuesday each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001005300L&@IP_IDENTITY_SCID=0
American Legion AL Post 0057,legion-post-0057-al,local,Post 0057,legion,LEGION,world-war-1,World War I,AL,alabama,Calhoun County,calhoun-county,al_01015,1511 Pelham Rd S,Jacksonville,36265,33.789047,-85.761366,true,(256) 435-2155,allegionpost57@yahoo.com,,,,,,,,false,true,true,false,true,true,true,David Hall,50.0,Meetings 3rd Thursday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001005700L&@IP_IDENTITY_SCID=0
American Legion AL Post 0059,legion-post-0059-al,local,Post 0059,legion,LEGION,world-war-1,World War I,AL,alabama,Geneva County,geneva-county,al_01061,393 John Paul Rd,Geneva,36340,31.0345,-85.8653,true,,,,,,,,,,false,false,false,false,false,false,false,Eric R Wilson,50.0,Meetings 2nd Monday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001005900L&@IP_IDENTITY_SCID=0
American Legion AL Post 0061,legion-post-0061-al,local,Post 0061,legion,LEGION,world-war-1,World War I,AL,alabama,MONROE,monroe,al_34309,613 Golf Dr,Monroeville,36460,31.5156,-87.3279,true,,,,,,,,,,false,false,false,false,false,false,false,Charles M Godwin,60.0,"Meetings 2nd Tuesday of each month @ 6:30pm held at vanity fair golf club, 613 n golf dr, monroeville, al 36460.",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001006100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0062,legion-post-0062-al,local,Post 0062,legion,LEGION,world-war-1,World War I,AL,alabama,Cherokee County,cherokee-county,al_01019,PO Box 92,Centre,35960,34.1552,-85.6888,true,,,,,,,,,,false,false,false,false,false,false,false,Daniel A Kovacs,55.0,Meetings 2nd Tuesday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001006200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0064,legion-post-0064-al,local,Post 0064,legion,LEGION,world-war-1,World War I,AL,alabama,Franklin County,franklin-county,al_01059,403 Lawrence St E,Russellville,35653,34.503405,-87.72693,true,(256) 332-2332,atkinsmarble@bellsouth.net,,,,,,,,false,false,false,false,false,false,false,John G Atkins,50.0,Meetings 2nd Thursday of each month @ 7:00pm held at chamber of commerce building,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001006400L&@IP_IDENTITY_SCID=0
American Legion AL Post 0067,legion-post-0067-al,local,Post 0067,legion,LEGION,world-war-1,World War I,AL,alabama,Lee County,lee-county,al_01081,PO Box 307,Valley,36854,32.8171,-85.1732,true,(334) 444-0971,sammyrn2000@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Lanny L Bledsoe,46.0,Meetings 2nd sat of each month @ 11 AM est,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001006700L&@IP_IDENTITY_SCID=0
American Legion AL Post 0068,legion-post-0068-al,local,Post 0068,legion,LEGION,world-war-1,World War I,AL,alabama,Talladega County,talladega-county,al_01121,PO Box 322,Childersburg,35044-0322,33.2788,-86.3525,true,,,,,,,,,,false,false,false,false,false,false,false,Frank C Banks Jr,47.0,Meetings 2nd Monday of each month @ 6:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001006800L&@IP_IDENTITY_SCID=0
American Legion AL Post 0070,legion-post-0070-al,local,Post 0070,legion,LEGION,world-war-1,World War I,AL,alabama,Pike County,pike-county,al_01109,212 E Walnut St,Troy,36081,31.808674,-85.971173,true,,,,,,,,,,false,false,false,false,false,false,false,"Robert G McLendon, Jr",50.0,Meetings 2nd Saturday each month @ 8:00 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007000L&@IP_IDENTITY_SCID=0
American Legion AL Post 0071,legion-post-0071-al,local,Post 0071,legion,LEGION,world-war-1,World War I,AL,alabama,Etowah County,etowah-county,al_01055,201 Griffin St SE,Attalla,35954,34.016022,-86.072423,true,(256) 538-2815,americanlegion0071@gmail.com,,,,,,,,true,true,true,true,true,true,true,Dr Danetta E McCurley,50.0,Meetings 2nd Monday each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0072,legion-post-0072-al,local,Post 0072,legion,LEGION,world-war-1,World War I,AL,alabama,St. Clair County,st-clair-county,al_01115,1004 2nd Ave E,Oneonta,35121,33.9504,-86.4715,true,,,,,,,,,,false,false,false,false,false,false,false,William J Franklin,50.0,"Meetings 2nd Saturday of each month @ 8:30 AM @ charlie b's restaurant, oneonta, al",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0073,legion-post-0073-al,local,Post 0073,legion,LEGION,world-war-1,World War I,AL,alabama,Dale County,dale-county,al_01045,701 E Lee St,Enterprise,36330,31.3254,-85.843178,true,(334) 308-0081,Post73.AmericanLegion@gmail.com,http://www.post73americanlegion.org,,,,,,,false,true,true,true,true,true,true,Buddy Keen,55.0,Meetings 4th Saturday of each month,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007300L&@IP_IDENTITY_SCID=0
American Legion AL Post 0076,legion-post-0076-al,local,Post 0076,legion,LEGION,world-war-1,World War I,AL,alabama,Mobile County,mobile-county,al_01097,1918 DuVal St,Mobile,36606,30.667,-88.101,true,(251) 473-5765,post76@comcast.net,http://www.americanlegionpost76.com,,,,,,,false,true,true,false,true,true,true,Marvin S McDuffie,50.0,Meetings 1st Tuesday each month @ 7 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007600L&@IP_IDENTITY_SCID=0
American Legion AL Post 0078,legion-post-0078-al,local,Post 0078,legion,LEGION,world-war-1,World War I,AL,alabama,Geneva County,geneva-county,al_01061,12 S Ripley St,Samson,36477,31.1114,-86.0471,true,(850) 768-3625,crazyg55@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Mikeaul G Martin,50.0,Meetings 2nd Tuesday of each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007800L&@IP_IDENTITY_SCID=0
American Legion AL Post 0079,legion-post-0079-al,local,Post 0079,legion,LEGION,world-war-1,World War I,AL,alabama,ESCAMBIA,escambia,al_34309,PO Box 544,Brewton,36426,31.1112,-87.0737,true,(251) 809-4267,joedozier@email.com,,,,,,,,false,true,true,false,true,true,true,Joe C Dozier,46.0,Meetings 2nd Monday semi-annual @ 7:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001007900L&@IP_IDENTITY_SCID=0
American Legion AL Post 0080,legion-post-0080-al,local,Post 0080,legion,LEGION,world-war-1,World War I,AL,alabama,Covington County,covington-county,al_01039,1852 E Three Notch St,Andalusia,36421,31.3246,-86.4625,true,(334) 222-7131,,,,,,,,,false,false,false,false,false,false,false,James Grissett,50.0,Meetings 2nd Monday of each month @ 6:30pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008000L&@IP_IDENTITY_SCID=0
American Legion AL Post 0081,legion-post-0081-al,local,Post 0081,legion,LEGION,world-war-1,World War I,AL,alabama,Marengo County,marengo-county,al_01091,805 W Pushmataha St,Butler,36904,32.101554,-88.273759,true,(205) 459-2186,barrybarry08@gmail.com,,,,,,,,false,true,false,false,true,true,true,Michael E Armistead,60.0,Meetings 2nd Tuesday of each month @ 1:00pm choctaw general hospital,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008100L&@IP_IDENTITY_SCID=0
American Legion AL Post 0082,legion-post-0082-al,local,Post 0082,legion,LEGION,world-war-1,World War I,AL,alabama,Dale County,dale-county,al_01045,512 Camilla Ave,Ozark,36360,31.454872,-85.636957,true,,Post82al@gmail.com,,,,,,,,false,false,false,false,false,false,false,J Elaine McLeod,55.0,Meetings 1st Saturday of each month @ 8:00am,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008200L&@IP_IDENTITY_SCID=0
American Legion AL Post 0084,legion-post-0084-al,local,Post 0084,legion,LEGION,world-war-1,World War I,AL,alabama,Wilcox County,wilcox-county,al_01131,1 Legion Rd,Camden,36726,31.9983,-87.2834,true,(334) 682-9611,kenwilder@frontiernet.net,,,,,,,,false,false,false,false,false,false,false,Carl A McNeece,50.0,Meetings 1st Tuesday each month @ 7:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008400L&@IP_IDENTITY_SCID=0
American Legion AL Post 0085,legion-post-0085-al,local,Post 0085,legion,LEGION,world-war-1,World War I,AL,alabama,Clarke County,clarke-county,al_01025,PO Box 253,Jackson,36545,31.5296,-87.8924,true,(251) 769-1745,williewoodard86@yahoo.com,,,,,,,,false,false,false,false,false,false,false,Willie J Woodard,45.0,"Meetings 4th Thursday each month @ 6:00 PM 224 club wiley rd jackson, al 36545",https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008500L&@IP_IDENTITY_SCID=0
American Legion AL Post 0088,legion-post-0088-al,local,Post 0088,legion,LEGION,world-war-1,World War I,AL,alabama,Mobile County,mobile-county,al_01097,2663 Halls Mill Rd,Mobile,36606,30.652213,-88.105309,true,(251) 473-5748,commanderpost88@gmail.com,http://www.americanlegionpost88mobile.com,,,,,,,false,true,true,false,true,true,true,Gary Hensley,50.0,Meetings 2nd Wednesday each month @ 7 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008800L&@IP_IDENTITY_SCID=0
American Legion AL Post 0089,legion-post-0089-al,local,Post 0089,legion,LEGION,world-war-1,World War I,AL,alabama,DeKalb County,dekalb-county,al_01049,600 Tyler Ave SE,Fort Payne,35967,34.4558,-85.6967,true,,,,,,,,,,false,true,true,false,true,true,true,Shelba J Jiminez,50.0,Meetings 3rd Saturday of each month - food @ 9 AM - mtg @ 10 AM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001008900L&@IP_IDENTITY_SCID=0
American Legion AL Post 0090,legion-post-0090-al,local,Post 0090,legion,LEGION,world-war-1,World War I,AL,alabama,Monroe County,monroe-county,al_01099,101 W Church St,Atmore,36502,31.0224,-87.4944,true,(850) 450-2916,atmorealpost90@gmail.com,,,,,,,,false,true,true,false,true,true,true,Dave L Graham,60.0,Meetings 3rd Tuesday of each month @ 1:00pm,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001009000L&@IP_IDENTITY_SCID=0
American Legion AL Post 0094,legion-post-0094-al,local,Post 0094,legion,LEGION,world-war-1,World War I,AL,alabama,Marshall County,marshall-county,al_01095,PO Box 266,Albertville,35950-0005,34.2671,-86.2115,true,(256) 878-2461,,,,,,,,,false,false,false,false,false,false,false,Jimmy F Carnes,43.0,,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001009400L&@IP_IDENTITY_SCID=0
American Legion AL Post 0098,legion-post-0098-al,local,Post 0098,legion,LEGION,world-war-1,World War I,AL,alabama,Etowah County,etowah-county,al_01055,1133 US-278,Piedmont,36272,33.9232,-85.61,true,(256) 447-7061,,,,,,,,,false,true,true,false,true,true,true,Troy D Minter,50.0,Meetings 3rd Wednesday of each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001009800L&@IP_IDENTITY_SCID=0
American Legion AL Post 0099,legion-post-0099-al,local,Post 0099,legion,LEGION,world-war-1,World War I,AL,alabama,Baldwin County,baldwin-county,al_01003,2101 S McKenzie St,Foley,36535,30.3835,-87.6832,true,(251) 943-3114,post99americanlegion.adjutant@gmail.com,http://alpost99.org,,,,,,,false,true,true,true,true,true,true,Van E Hubbard,50.0,Meetings 2nd Tuesday of each month @ 6:00 PM,https://mylegion.org/PersonifyEbusiness/Post-Detail?@IP_IDENTITY_MCID=00001009900L&@IP_IDENTITY_SCID=0
