title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place
DAV Chapter 21 - Ozie Boler #21,dav-chapter-21-ca,local,Chapter 21,dav,DAV,world-war-1,World War I,CA,california,Solano County,solano-county,ca_06095,420 Admiral Callaghan Ln,Vallejo,94591,38.1183211,-122.2291429,true,707-644-3097,,http://www.davmembersportal.org/chapters/CA/21,,,,,,21,"4th Saturday, 10:00 AM","420 Admiral Callaghan Ln, Vallejo, CA 94591"
DAV Chapter 24 - Ventura #24,dav-chapter-24-ca,local,Chapter 24,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,2126 Knoll Dr,Ventura,93003,34.2535241,-119.219986,true,805-659-4042,,http://www.davmembersportal.org/chapters/CA/24,,,,,,24,"4th Monday, 6:00 PM","2126 Knoll Dr, Ventura, CA 93003"
DAV Chapter 25 - Berkeley #25,dav-chapter-25-ca,local,Chapter 25,dav,DAV,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,1931 Center St,Berkeley,94704,,,false,510-282-0867,,http://www.davmembersportal.org/chapters/CA/25,,,,,,25,"3rd Tuesday, 7:00 PM","1931 Center St, Berkeley, CA 94704"
DAV Chapter 26 - Modesto #26,dav-chapter-26-ca,local,Chapter 26,dav,DAV,world-war-1,World War I,CA,california,Stanislaus County,stanislaus-county,ca_06099,3500 Coffee Rd,Modesto,95358,,,false,209-848-9608,,http://www.davmembersportal.org/chapters/CA/26,,,,,,26,"2nd Saturday, 10:00 AM","3500 Coffee Rd, Modesto, CA 95358"
DAV Chapter 28 - Charlotte W Fay #28,dav-chapter-28-ca,local,Chapter 28,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,4351 University Ave,Riverside,92501,,,false,951-369-8626,,http://www.davmembersportal.org/chapters/CA/28,,,,,,28,"3rd Thursday, 1:00 PM","4351 University Ave, Riverside, CA 92501"
DAV Chapter 31 - Atwater-Merced #31,dav-chapter-31-ca,local,Chapter 31,dav,DAV,world-war-1,World War I,CA,california,Merced County,merced-county,ca_06047,1390 Broadway Ave,Atwater,95301,,,false,209-968-2263,,http://www.davmembersportal.org/chapters/CA/31,,,,,,31,"1st Thursday, 6:00 PM","1390 Broadway Ave, Atwater, CA 95301"
DAV Chapter 35 - Ray Clark #35,dav-chapter-35-ca,local,Chapter 35,dav,DAV,world-war-1,World War I,CA,california,Sacramento County,sacramento-county,ca_06067,5750 Grant Ave,Carmichael,95608,,,false,916-489-6408,,http://www.davmembersportal.org/chapters/CA/35,,,,,,35,"1st Thursday, 7:00 PM","5750 Grant Ave, Carmichael, CA 95608"
DAV Chapter 37 - Santa Barbara #37,dav-chapter-37-ca,local,Chapter 37,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,112 W Cabrillo Blvd,Santa Barbara,93101,34.4111373,-119.6911333,true,805-965-7109,,http://www.davmembersportal.org/chapters/CA/37,,,,,,37,"3rd Thursday, 4:00 PM","112 W Cabrillo Blvd, Santa Barbara, CA 93101"
DAV Chapter 39 - Mwf Antelope Valley #39,dav-chapter-39-ca,local,Chapter 39,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,45221 30th St West,Lancaster,93536,,,false,661-618-7400,,http://www.davmembersportal.org/chapters/CA/39,,,,,,39,"1st Wednesday, 7:00 PM","45221 30th St West, Lancaster, CA 93536"
DAV Chapter 45 - Memorial #45,dav-chapter-45-ca,local,Chapter 45,dav,DAV,world-war-1,World War I,CA,california,San Luis Obispo County,san-luis-obispo-county,ca_06079,801 Grand Ave,Luis Obispo,93401,35.2887964,-120.6526721,true,805-481-2622,,http://www.davmembersportal.org/chapters/CA/45,,,,,,45,"3rd Tuesday, 5:30 PM","801 Grand Ave, Luis Obispo, CA 93401"
DAV Chapter 46 - Whittier #46,dav-chapter-46-ca,local,Chapter 46,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,13225 Walnut St,Whittier,90602,,,false,310-963-3684,,http://www.davmembersportal.org/chapters/CA/46,,,,,,46,"3rd Saturday, 10:00 AM","13225 Walnut St, Whittier, CA 90602"
DAV Chapter 48 - Sonoma #48,dav-chapter-48-ca,local,Chapter 48,dav,DAV,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,1351 Maple Ave,Santa Rosa,95404,38.4344164,-122.7010623,true,707-331-5695,,http://www.davmembersportal.org/chapters/CA/48,,,,,,48,"2nd Saturday, 12:00 PM","1351 Maple Ave, Santa Rosa, CA 95404"
DAV Chapter 52 - Rev Ed Muegge Jr #52,dav-chapter-52-ca,local,Chapter 52,dav,DAV,world-war-1,World War I,CA,california,Santa Cruz County,santa-cruz-county,ca_06087,301 Center St,Santa Cruz,95060,,,false,831-247-5891,,http://www.davmembersportal.org/chapters/CA/52,,,,,,52,"3rd Thursday, 7:00 PM","301 Center St, Santa Cruz, CA 95060"
DAV Chapter 55 - Simi Valley #55,dav-chapter-55-ca,local,Chapter 55,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,3900 Avenida,Simi Valley,93063,34.2891555,-118.7204061,true,805-583-5377,,http://www.davmembersportal.org/chapters/CA/55,,,,,,55,"2nd Thursday, 3:00 PM","3900 Avenida, Simi Valley, CA 93063"
DAV Chapter 59 - George E Morey #59,dav-chapter-59-ca,local,Chapter 59,dav,DAV,world-war-1,World War I,CA,california,San Joaquin County,san-joaquin-county,ca_06077,1074 Academy,Lodi,95240,38.1179734,-121.2790158,true,209-466-4605,,http://www.davmembersportal.org/chapters/CA/59,,,,,,59,"2nd Tuesday, 6:30 PM","1074 Academy, Lodi, CA 95240"
DAV Chapter 60 - Morongo Basin #60,dav-chapter-60-ca,local,Chapter 60,dav,DAV,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,67330 29 Palm Hwy,Twentynine Palms,92277,34.1355582,-116.0541689,true,760-830-4131,,http://www.davmembersportal.org/chapters/CA/60,,,,,,60,"1st Saturday, 9:00 AM","67330 29 Palm Hwy, Twentynine Palms, CA 92277"
DAV Chapter 63 - Killian Schroth #63,dav-chapter-63-ca,local,Chapter 63,dav,DAV,world-war-1,World War I,CA,california,El Dorado County,el-dorado-county,ca_06017,130 Placerville Dr,Placerville,95667,38.7296252,-120.798546,true,530-626-8439,,http://www.davmembersportal.org/chapters/CA/63,,,,,,63,"2nd Tuesday, 7:00 PM","130 Placerville Dr, Placerville, CA 95667"
DAV Chapter 66 - Palm Springs #66,dav-chapter-66-ca,local,Chapter 66,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,400 N Belardo Rd,Palm Springs,92262,33.8287292,-116.5475771,true,562-508-3728,,http://www.davmembersportal.org/chapters/CA/66,,,,,,66,"1st Saturday, 10:30 AM","400 N Belardo Rd, Palm Springs, CA 92262"
DAV Chapter 70 - Thomas F Durbin #70,dav-chapter-70-ca,local,Chapter 70,dav,DAV,world-war-1,World War I,CA,california,San Diego County,san-diego-county,ca_06073,230 E Park Ave,Escondido,92025,,,false,760-741-1746,,http://www.davmembersportal.org/chapters/CA/70,,,,,,70,"2nd Tuesday, 6:00 PM","230 E Park Ave, Escondido, CA 92025"
DAV Chapter 74 - Turlock #74,dav-chapter-74-ca,local,Chapter 74,dav,DAV,world-war-1,World War I,CA,california,Stanislaus County,stanislaus-county,ca_06099,1405 E Linwood Ave,Turlock,95380,37.4784843,-120.8331494,true,209-656-9077,,http://www.davmembersportal.org/chapters/CA/74,,,,,,74,"2nd Thursday, 6:30 PM","1405 E Linwood Ave, Turlock, CA 95380"
DAV Chapter 77 - Fremont Newark #77,dav-chapter-77-ca,local,Chapter 77,dav,DAV,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,37154 2nd St,Fremont,94536,,,false,510-656-4782,,http://www.davmembersportal.org/chapters/CA/77,,,,,,77,"2nd 4th Thursday, 6:00 PM","37154 2nd St, Fremont, CA 94536"
DAV Chapter 78 - Indio #78,dav-chapter-78-ca,local,Chapter 78,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,42455 Washington St,Palm Desert,92211,33.8164147,-116.4012268,true,203-589-1769,,http://www.davmembersportal.org/chapters/CA/78,,,,,,78,"1st Tuesday, 5:00 PM","42455 Washington St, Palm Desert, CA 92211"
DAV Chapter 82 - Santa Maria #82,dav-chapter-82-ca,local,Chapter 82,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,500 N Pine St,Santa Maria,93458,34.972438,-120.4387235,true,805-264-0788,,http://www.davmembersportal.org/chapters/CA/82,,,,,,82,"1st Wednesday, 12:00 PM","500 N Pine St, Santa Maria, CA 93458"
DAV Chapter 83 - Lake County #83,dav-chapter-83-ca,local,Chapter 83,dav,DAV,world-war-1,World War I,CA,california,Lake County,lake-county,ca_06033,3180 Veterans Lane,Clearlake,95422,,,false,707-279-4643,,http://www.davmembersportal.org/chapters/CA/83,,,,,,83,"1st Thursday, 11:00 AM","3180 Veterans Lane, Clearlake, CA 95422"
DAV Chapter 84 - Vacaville #84,dav-chapter-84-ca,local,Chapter 84,dav,DAV,world-war-1,World War I,CA,california,Solano County,solano-county,ca_06095,549 Merchant St,Vacaville,95687,38.35255,-121.9919056,true,707-447-6354,,http://www.davmembersportal.org/chapters/CA/84,,,,,,84,"3rd Wednesday, 7:00 PM","549 Merchant St, Vacaville, CA 95687"
DAV Chapter 85 - Gen J Stillwell #85,dav-chapter-85-ca,local,Chapter 85,dav,DAV,world-war-1,World War I,CA,california,Monterey County,monterey-county,ca_06053,2620 1st Ave,Marina,93933,,,false,831-393-0937,,http://www.davmembersportal.org/chapters/CA/85,,,,,,85,"2nd Wednesday, 6:30 PM","2620 1st Ave, Marina, CA 93933"
DAV Chapter 91 - Lompoc #91,dav-chapter-91-ca,local,Chapter 91,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,100 E Locust Ave,Lompoc,93436,,,false,,,http://www.davmembersportal.org/chapters/CA/91,,,,,,91,"1st Thursday, 6:00 PM","100 E Locust Ave, Lompoc, CA 93436"
DAV Chapter 92 - Bill Kinnard #92,dav-chapter-92-ca,local,Chapter 92,dav,DAV,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,Victor Valley Collage - Veterans Resource Center,Rd. Victorville,92395,34.5063829,-117.2956434,true,760-241-9647,,http://www.davmembersportal.org/chapters/CA/92,,,,,,92,"2nd Monday, 1:00 PM","Victor Valley Collage - Veterans Resource Center, Rd. Victorville, CA 92395"
DAV Chapter 93 - Dick Bilyeu #93,dav-chapter-93-ca,local,Chapter 93,dav,DAV,world-war-1,World War I,CA,california,Sacramento County,sacramento-county,ca_06067,3300 U Street,Antelope,95843,,,false,916-331-1480,,http://www.davmembersportal.org/chapters/CA/93,,,,,,93,"1st Tuesday, 7:00 PM","3300 U Street, Antelope, CA 95843"
DAV Chapter 95 - Tri-Cities #95,dav-chapter-95-ca,local,Chapter 95,dav,DAV,world-war-1,World War I,CA,california,San Diego County,san-diego-county,ca_06073,444 Country Club Lane,Oceanside,92054,33.19945480000001,-117.3482428,true,760-630-1935,,http://www.davmembersportal.org/chapters/CA/95,,,,,,95,"3rd Thursday, 6:30 pm","444 Country Club Lane, Oceanside, CA 92054"
DAV Chapter 99 - Oxnard #99,dav-chapter-99-ca,local,Chapter 99,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,241 West Hill St,Oxnard,93033,34.1860959,-119.2065764,true,805-495-4067,,http://www.davmembersportal.org/chapters/CA/99,,,,,,99,"2nd Saturday, 1:00 PM","241 West Hill St, Oxnard, CA 93033"
DAV Chapter 106 - Paradise #106,dav-chapter-106-ca,local,Chapter 106,dav,DAV,world-war-1,World War I,CA,california,Butte County,butte-county,ca_06007,6550 Skyway,Paradise,95969,,,false,530-873-3748,,http://www.davmembersportal.org/chapters/CA/106,,,,,,106,"4th Wednesday, 7:30 PM","6550 Skyway, Paradise, CA 95969"
DAV Chapter 115 - J E Wilson #115,dav-chapter-115-ca,local,Chapter 115,dav,DAV,world-war-1,World War I,CA,california,Tehama County,tehama-county,ca_06103,1620 Solano St,Corning,96021,,,false,530-529-4579,,http://www.davmembersportal.org/chapters/CA/115,,,,,,115,"5th Tuesday, 6:00 PM","1620 Solano St, Corning, CA 96021"
DAV Chapter 117 - Old Adobe #117,dav-chapter-117-ca,local,Chapter 117,dav,DAV,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,1094 Petaluma Blvd S,Petaluma,94952,38.2264319,-122.6235526,true,707-792-9977,,http://www.davmembersportal.org/chapters/CA/117,,,,,,117,"2nd Thursday, 6:30 PM","1094 Petaluma Blvd S, Petaluma, CA 94952"
DAV Chapter 118 - Ione #118,dav-chapter-118-ca,local,Chapter 118,dav,DAV,world-war-1,World War I,CA,california,Amador County,amador-county,ca_06005,207 S Amador St,Ione,95640,38.4193553,-120.824103,true,209-274-4956,,http://www.davmembersportal.org/chapters/CA/118,,,,,,118,"2nd Wednesday, 3:30 PM","207 S Amador St, Ione, CA 95640"
DAV Chapter 119 - Sonora #119,dav-chapter-119-ca,local,Chapter 119,dav,DAV,world-war-1,World War I,CA,california,Tuolumne County,tuolumne-county,ca_06109,9 N Washington St,Sonora,95370,,,false,209-984-3799,,http://www.davmembersportal.org/chapters/CA/119,,,,,,119,"2nd Thursday, 4:30 PM","9 N Washington St, Sonora, CA 95370"
DAV Chapter 123 - Lillian Bushnell #123,dav-chapter-123-ca,local,Chapter 123,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,4117 Overland Ave,Culver City,90232,34.0130228,-118.4022561,true,310-650-1142,,http://www.davmembersportal.org/chapters/CA/123,,,,,,123,"2nd Saturday, 11:00 AM","4117 Overland Ave, Culver City, CA 90232"
DAV Chapter 125 - Chico #125,dav-chapter-125-ca,local,Chapter 125,dav,DAV,world-war-1,World War I,CA,california,Butte County,butte-county,ca_06007,554 Rio Lindo Ave,Chico,95926,39.7558712,-121.8493134,true,530-586-1736,,http://www.davmembersportal.org/chapters/CA/125,,,,,,125,"2nd Thursday, 7:00 pm","554 Rio Lindo Ave, Chico, CA 95926"
DAV Chapter 154 - Mt Diablo #154,dav-chapter-154-ca,local,Chapter 154,dav,DAV,world-war-1,World War I,CA,california,Contra Costa County,contra-costa-county,ca_06013,186 E Leland Rd,Pittsburg,94565,,,false,925-759-3444,,http://www.davmembersportal.org/chapters/CA/154,,,,,,154,"4th Saturday, 10:00 AM","186 E Leland Rd, Pittsburg, CA 94565"
DAV Chapter 3 - La Jara #3,dav-chapter-3-co,local,Chapter 3,dav,DAV,world-war-1,World War I,CO,colorado,Rio Grande County,rio-grande-county,co_08105,115 Alamosa Ave,Alamosa,81101,37.2750084,-105.960301,true,719-589-3419,,http://www.davmembersportal.org/chapters/CO/03,,,,,,3,"2nd Tuesday, 6:30 PM","115 Alamosa Ave, Alamosa, CO 81101"
DAV Chapter 6 - Harold Fae Tomlin #6,dav-chapter-6-co,local,Chapter 6,dav,DAV,world-war-1,World War I,CO,colorado,Las Animas County,las-animas-county,co_08071,318 3rd St,Las Animas,81054,,,false,719-688-5008,,http://www.davmembersportal.org/chapters/CO/06,,,,,,6,"1st Thursday, 5:00 PM","318 3rd St, Las Animas, CO 81054"
DAV Chapter 7 - Murphy-Bor-Klumker #7,dav-chapter-7-co,local,Chapter 7,dav,DAV,world-war-1,World War I,CO,colorado,Jefferson County,jefferson-county,co_08059,1480 Hoyt St,Lakewood,80215,,,false,303-405-2786,,http://www.davmembersportal.org/chapters/CO/07,,,,,,7,"1st Tuesday, 6:00 PM","1480 Hoyt St, Lakewood, CO 80215"
DAV Chapter 8 - Greeley #8,dav-chapter-8-co,local,Chapter 8,dav,DAV,world-war-1,World War I,CO,colorado,Weld County,weld-county,co_08123,624 Ash St,Windsor,80550,40.4092,-104.6909812,true,970-352-6188,,http://www.davmembersportal.org/chapters/CO/08,,,,,,8,"1st Saturday, 8:30 AM","624 Ash St, Windsor, CO 80550"
DAV Chapter 11 - S L Brown #11,dav-chapter-11-co,local,Chapter 11,dav,DAV,world-war-1,World War I,CO,colorado,Denver County,denver-county,co_08031,14401 E Exposition,Aurora,80012,39.7399277,-104.8864707,true,303-283-1919,,http://www.davmembersportal.org/chapters/CO/11,,,,,,11,"2nd Saturday, 1:00 PM","14401 E Exposition, Aurora, CO 80012"
DAV Chapter 17 - Moore Demoret #17,dav-chapter-17-co,local,Chapter 17,dav,DAV,world-war-1,World War I,CO,colorado,Montrose County,montrose-county,co_08085,1001 N 2nd St,Montrose,81401,,,false,970-964-4375,,http://www.davmembersportal.org/chapters/CO/17,,,,,,17,"3rd Wednesday, 7:00 PM","1001 N 2nd St, Montrose, CO 81401"
DAV Chapter 21 - Clyde Seiler #21,dav-chapter-21-co,local,Chapter 21,dav,DAV,world-war-1,World War I,CO,colorado,Denver County,denver-county,co_08031,14100 E Evans Ave,Aurora,80014,39.7399277,-104.8864707,true,720-379-3405,,http://www.davmembersportal.org/chapters/CO/21,,,,,,21,"1st Wednesday, 7:30 PM","14100 E Evans Ave, Aurora, CO 80014"
DAV Chapter 25 - Leon Daily #25,dav-chapter-25-co,local,Chapter 25,dav,DAV,world-war-1,World War I,CO,colorado,Mesa County,mesa-county,co_08077,503 1/2 Florence Rd,Grand Junction,81504,,,false,970-263-2848,,http://www.davmembersportal.org/chapters/CO/25,,,,,,25,"1st Monday, 6:00 PM","503 1/2 Florence Rd, Grand Junction, CO 81504"
DAV Chapter 26 - Knob Hill #26,dav-chapter-26-co,local,Chapter 26,dav,DAV,world-war-1,World War I,CO,colorado,El Paso County,el-paso-county,co_08041,6880 Palmer Park Blvd,Colorado Springs,80915,38.85822410000001,-104.7011411,true,719-591-8787,,http://www.davmembersportal.org/chapters/CO/26,,,,,,26,"2nd Tuesday, 7:00 PM","6880 Palmer Park Blvd, Colorado Springs, CO 80915"
DAV Chapter 41 - Fort Morgan #41,dav-chapter-41-co,local,Chapter 41,dav,DAV,world-war-1,World War I,CO,colorado,Morgan County,morgan-county,co_08087,307 Linda St,Fort Morgan,80701,40.2502582,-103.7999509,true,970-768-4985,,http://www.davmembersportal.org/chapters/CO/41,,,,,,41,"4th Thursday, 7:00 PM","307 Linda St, Fort Morgan, CO 80701"
DAV Chapter 44 - Dunger Smith #44,dav-chapter-44-co,local,Chapter 44,dav,DAV,world-war-1,World War I,CO,colorado,Montezuma County,montezuma-county,co_08083,432 N Broadway,Cortez,81321,,,false,970-560-2793,,http://www.davmembersportal.org/chapters/CO/44,,,,,,44,"1st Friday, 12:30 PM","432 N Broadway, Cortez, CO 81321"
DAV Chapter 48 - Silver San Juan #48,dav-chapter-48-co,local,Chapter 48,dav,DAV,world-war-1,World War I,CO,colorado,La Plata County,la-plata-county,co_08067,72 Suttle St. Unit I,Durango,81303,37.2125857,-107.763621,true,970-259-2678,,http://www.davmembersportal.org/chapters/CO/48,,,,,,48,"1st Thursday, 1:00 PM","72 Suttle St. Unit I, Durango, CO 81303"
DAV Chapter 50 - Jessie Martinez #50,dav-chapter-50-co,local,Chapter 50,dav,DAV,world-war-1,World War I,CO,colorado,El Paso County,el-paso-county,co_08041,6760 Corporate Dr.,Colorado Springs,80919,38.8583536,-104.7582805,true,719-640-8097,,http://www.davmembersportal.org/chapters/CO/50,,,,,,50,"2nd Wednesday, 6:30 PM","6760 Corporate Dr., Colorado Springs, CO 80919"
DAV Chapter 2 - New Haven #2,dav-chapter-2-ct,local,Chapter 2,dav,DAV,world-war-1,World War I,CT,connecticut,New Haven County,new-haven-county,ct_09009,11 Pine St,Hamden,06514,41.3397944,-72.9356792,true,203-710-2682,,http://www.davmembersportal.org/chapters/CT/02,,,,,,2,"2nd Thursday, 12:00 PM","11 Pine St, Hamden, CT 06514"
DAV Chapter 5 - James Mc Namee #5,dav-chapter-5-ct,local,Chapter 5,dav,DAV,world-war-1,World War I,CT,connecticut,Litchfield County,litchfield-county,ct_09005,191 Riverside Ave,Bristol,06010,,,false,860-589-4710,,http://www.davmembersportal.org/chapters/CT/05,,,,,,5,"1st Tuesday, 7:00 PM","191 Riverside Ave, Bristol, CT 06010"
DAV Chapter 6 - Meriden Wallingford #6,dav-chapter-6-ct,local,Chapter 6,dav,DAV,world-war-1,World War I,CT,connecticut,New Haven County,new-haven-county,ct_09009,80 Hall Ave Suite 802,Meriden,06450,,,false,203-238-3113,,http://www.davmembersportal.org/chapters/CT/06,,,,,,6,"2nd Friday, 6:00 PM","80 Hall Ave Suite 802, Meriden, CT 06450"
DAV Chapter 7 - Shea C Clark #7,dav-chapter-7-ct,local,Chapter 7,dav,DAV,world-war-1,World War I,CT,connecticut,Middlesex County,middlesex-county,ct_09007,58 Bernie O'Rourke Dr,Middletown,06457,,,false,860-883-0124,,http://www.davmembersportal.org/chapters/CT/07,,,,,,7,"3rd Monday, 7:00 PM","58 Bernie O'Rourke Dr, Middletown, CT 06457"
DAV Chapter 8 - Hardware City #8,dav-chapter-8-ct,local,Chapter 8,dav,DAV,world-war-1,World War I,CT,connecticut,Hartford County,hartford-county,ct_09003,41 Veterans Dr,New Britain,06050,,,false,860-829-2960,,http://www.davmembersportal.org/chapters/CT/08,,,,,,8,"4th Tuesday, 7:00 PM","41 Veterans Dr, New Britain, CT 06050"
DAV Chapter 10 - John R Morse #10,dav-chapter-10-ct,local,Chapter 10,dav,DAV,world-war-1,World War I,CT,connecticut,New London County,new-london-county,ct_09011,307 Main St Buckingham Bldg 2nd Fl,Norwich,06360,,,false,860-546-9754,,http://www.davmembersportal.org/chapters/CT/10,,,,,,10,"5th Thursday, 7:00 PM","307 Main St Buckingham Bldg 2nd Fl, Norwich, CT 06360"
DAV Chapter 11 - Union/Naugatuck #11,dav-chapter-11-ct,local,Chapter 11,dav,DAV,world-war-1,World War I,CT,connecticut,New Haven County,new-haven-county,ct_09009,758 Rubber Ave,Naugatuck,06770,,,false,860-274-5293,,http://www.davmembersportal.org/chapters/CT/11,,,,,,11,"2nd Tuesday, 7:00 PM","758 Rubber Ave, Naugatuck, CT 06770"
DAV Chapter 12 - Unknown Soldier #12,dav-chapter-12-ct,local,Chapter 12,dav,DAV,world-war-1,World War I,CT,connecticut,Hartford County,hartford-county,ct_09003,One Riverside Dr,E Hartford,06108,,,false,860-568-3103,,http://www.davmembersportal.org/chapters/CT/12,,,,,,12,"3rd Sunday, 1:30 PM","One Riverside Dr, E Hartford, CT 06108"
DAV Chapter 13 - Stamford #13,dav-chapter-13-ct,local,Chapter 13,dav,DAV,world-war-1,World War I,CT,connecticut,Fairfield County,fairfield-county,ct_09001,295 Old Bridgeport Ave,Shelton,06484,41.0514351,-73.5428439,true,203-988-2792,,http://www.davmembersportal.org/chapters/CT/13,,,,,,13,"3rd Tuesday, 8:00 PM","295 Old Bridgeport Ave, Shelton, CT 06484"
