title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,hall_rental,club_room,voice_of_democracy,boy_scouts,funeral_honors,patriots_pen,vfw_riders_group
VFW Post 3251,vfw-post-3251-ca,local,Post 3251,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Riverside County,riverside-county,ca_06065,50 Desert Shores Dr,Thermal,92274,33.9642576,-117.3398097,true,(760) 395-0067,,,,,,,,3251,,true,false,false,false,false,false
VFW Post 3787,vfw-post-3787-ca,local,Post 3787,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,4370 Twain Ave,San Diego,92120,32.7851,-117.099669,true,(619) 281-0137,,vfwpost3787.com,,,,,,3787,Yes,true,true,false,false,true,false
VFW Post 3788,vfw-post-3788-ca,local,Post 3788,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,7785 Othello Ave,San Diego,92111,32.8171159,-117.1566811,true,(619) 277-5510,,vfw3788.org,,,,,,3788,Yes,true,true,false,false,true,true
VFW Post 3935,vfw-post-3935-ca,local,Post 3935,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Ventura County,ventura-county,ca_06111,300 S Surfside Dr,Port Hueneme,93041,34.145016,-119.1902748,true,(805) 488-4138,,vfw3935.org,,,,,,3935,Yes,true,false,false,false,false,false
VFW Post 4089,vfw-post-4089-ca,local,Post 4089,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Riverside County,riverside-county,ca_06065,29000 Pujol St,Temecula,92590,33.481526,-117.145216,true,(909) 676-1541,,www.temeculavalleyvfw.org,,,,,,4089,No,true,false,false,false,false,false
OLIVEHURST VFW POST NO 4095,vfw-post-4095-ca,local,Post 4095,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Yuba County,yuba-county,ca_06115,4956 Powerline Rd,Olivehurst,95961,39.098034,-121.545708,true,(530) 749-2005,,www.olivehurstvfw.com,,,,,,4095,Yes,false,false,false,false,false,false
VFW POST 5384,vfw-post-5384-ca,local,Post 5384,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Orange County,orange-county,ca_06059,735 S Brea Blvd,Brea,92821,33.9088743,-117.904933,true,(714) 529-4874,,vfw5384brea.org,,,,,,5384,No,false,false,false,false,true,false
VFW Post 5431,vfw-post-5431-ca,local,Post 5431,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,411 N Highway 101,Solana Beach,92075,32.9965893,-117.2731388,true,(858) 259-7348,,www.vfwpost5431.org,,,,,,5431,No,false,true,false,false,true,false
VFW Post 5551,vfw-post-5551-ca,local,Post 5551,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,31861 State Highway 18,Lucerne Valley,92356,34.7627147,-114.5732376,true,(760) 248-7484,,,,,,,,5551,,true,false,false,false,false,false
VFW Post 5888,vfw-post-5888-ca,local,Post 5888,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Santa Cruz County,santa-cruz-county,ca_06087,846 Front St,Santa Cruz,95060,36.976524,-122.0261878,true,(831) 429-8345,,,,,,,,5888,,false,false,false,false,false,false
VFW Post 5944,vfw-post-5944-ca,local,Post 5944,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,269 N Lilac Ave,Rialto,92376,34.1034228,-117.3790271,true,(909) 874-9423,,,,,,,,5944,,false,false,false,false,false,false
VFW Post 5985,vfw-post-5985-ca,local,Post 5985,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,853 Turquoise St,San Diego,92109,32.808661,-117.25802,true,(619) 539-9928,,www.vfw5985.net,,,,,,5985,Yes,true,true,false,false,true,false
VFW POST 6110 MINT CANYON MEMORIAL,vfw-post-6110-ca,local,Post 6110,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Los Angeles County,los-angeles-county,ca_06037,16555 Sierra Hwy,Canyon Country,91351,34.4145532,-118.4568155,true,(661) 252-9989,,,,,,,,6110,,false,false,false,false,false,false
VFW Post 6158,vfw-post-6158-ca,local,Post 6158,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Sacramento County,sacramento-county,ca_06067,8990 Kruitof Way,Fair Oaks,95628,38.5766749,-121.4937139,true,(916) 966-1663,,vfwpost6158.org,,,,,,6158,Yes,true,false,false,false,false,false
VFW POST NO 6313,vfw-post-6313-ca,local,Post 6313,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,13101 N Boron Ave,Boron,93516,34.7627147,-114.5732376,true,(760) 762-6313,,,,,,,,6313,,true,false,false,false,false,false
VFW POST 6422,vfw-post-6422-ca,local,Post 6422,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Contra Costa County,contra-costa-county,ca_06013,6401 Stockton Ave,El Cerrito,94530,37.9084137,-122.3051798,true,(510) 528-4381,,,,,,,,6422,,false,false,false,false,false,false
VFW Post 6563,vfw-post-6563-ca,local,Post 6563,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,9190 Fontana Ave,Fontana,92335,34.0868358,-117.4556201,true,(909) 823-2600,,vfw6563.org,,,,,,6563,Yes,true,false,false,false,false,false
VFW POST 6885,vfw-post-6885-ca,local,Post 6885,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Los Angeles County,los-angeles-county,ca_06037,16208 Sierra Hwy,Canyon Country,91351,34.4145532,-118.4568155,true,(661) 252-6885,,www.vfw-6885.webs.com/,,,,,,6885,No,true,false,false,false,false,false
VFW Post 7138,vfw-post-7138-ca,local,Post 7138,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Los Angeles County,los-angeles-county,ca_06037,13605 Funston Ave,Norwalk,90650,33.9069942,-118.0736183,true,(562) 864-9246,,,,,,,,7138,,false,false,false,false,false,false
VFW POST 7264,vfw-post-7264-ca,local,Post 7264,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,6402 Elwood St,Joshua Tree,92252,34.1365931,-116.3162655,true,(760) 366-2717,,,,,,,,7264,,true,true,false,false,true,false
VFW Post 7347,vfw-post-7347-ca,local,Post 7347,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,12235 California St,Yucaipa,92399,34.0315607,-117.0387209,true,(909) 797-1898,,,,,,,,7347,,true,false,false,false,false,false
VFW Post 7420,vfw-post-7420-ca,local,Post 7420,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,2100 Logan Ave,San Diego,92113,32.699273,-117.140652,true,(619) 239-5373,,vfwpost7420dondiego.com,,,,,,7420,Yes,true,true,false,false,true,false
VFW Post 7816,vfw-post-7816-ca,local,Post 7816,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Sonoma County,sonoma-county,ca_06097,844 Sweetser Ave,Novato,94945,38.1082248,-122.567215,true,(415) 897-0779,,www.novatovfw.org,,,,,,7816,No,false,false,false,false,true,false
VFW Post 7895,vfw-post-7895-ca,local,Post 7895,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Monterey County,monterey-county,ca_06053,242 Williams Rd,Salinas,93905,36.6755444,-121.6140332,true,(831) 758-5505,,,,,,,,7895,,false,false,false,false,false,false
VFW Post 8620,vfw-post-8620-ca,local,Post 8620,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Los Angeles County,los-angeles-county,ca_06037,2328 W Merced Ave,West Covina,91790,34.0694743,-117.9573137,true,(626) 337-2102,,,,,,,,8620,,false,false,false,false,false,false
VFW Post 8679,vfw-post-8679-ca,local,Post 8679,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Monterey County,monterey-county,ca_06053,1996 Fremont Blvd,Seaside,93955,36.6191307,-121.8404911,true,(831) 394-9996,,,,,,,,8679,,true,true,false,false,false,false
VFW Post 8737,vfw-post-8737-ca,local,Post 8737,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Bernardino County,san-bernardino-county,ca_06071,2018 Foothill Blvd,San Bernardino,92410,34.106731,-117.332098,true,(909) 889-2204,,,,,,,,8737,,true,true,false,true,true,false
VFW POST 8900,vfw-post-8900-ca,local,Post 8900,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Fresno County,fresno-county,ca_06019,3585 N Blythe Ave,Fresno,93722,36.7894465,-119.871431,true,(559) 275-4061,,,,,,,,8900,,true,false,false,true,false,false
VETERANS OF FOREIGN WARS VFW POST 9327,vfw-post-9327-ca,local,Post 9327,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Diego County,san-diego-county,ca_06073,9355 Mission Gorge Rd,Santee,92071,32.8383635,-116.9936253,true,(858) 562-4022,,santeevfw.com,,,,,,9327,Yes,true,true,false,false,true,false
VFW POST NO 9375,vfw-post-9375-ca,local,Post 9375,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Kern County,kern-county,ca_06029,21016 Neuralia Rd,California City,93505,35.126119,-117.9855325,true,(760) 373-4505,,,,,,,,9375,,true,false,false,false,true,false
VFW Post 9454,vfw-post-9454-ca,local,Post 9454,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Tuolumne County,tuolumne-county,ca_06109,5014 Main St,Coulterville,95311,37.7121211,-120.1953661,true,(209) 878-3939,,vfwpost9454.org,,,,,,9454,Yes,true,false,false,true,false,false
VFW Post 9498,vfw-post-9498-ca,local,Post 9498,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Yolo County,yolo-county,ca_06113,1708 Lisbon Ave,West Sacramento,95605,38.59442,-121.5439105,true,(916) 371-9126,,,,,,,,9498,,false,false,false,false,false,false
VFW POST NO 9847,vfw-post-9847-ca,local,Post 9847,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Orange County,orange-county,ca_06059,10491 Moody St,Cypress,90630,33.8122123,-118.0458748,true,(714) 821-5297,,,,,,,,9847,,false,false,false,false,false,false
VFW Post 9888,vfw-post-9888-ca,local,Post 9888,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,San Joaquin County,san-joaquin-county,ca_06077,550 C St,Galt,95632,38.252717,-121.303382,true,(209) 745-2565,,,,,,,,9888,,false,false,false,false,false,false
VFW Post 9895,vfw-post-9895-ca,local,Post 9895,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Los Angeles County,los-angeles-county,ca_06037,15629 Arrow Hwy,Irwindale,91706,34.1069414,-117.940324,true,(626) 962-0097,,,,,,,,9895,,false,false,false,false,false,false
VFW Post 9896,vfw-post-9896-ca,local,Post 9896,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Merced County,merced-county,ca_06047,245 S 5Th St,Chowchilla,93610,37.1197045,-120.2612649,true,(559) 665-2773,,vfw9896.org,,,,,,9896,Yes,false,true,false,true,true,false
VFW Post 10049,vfw-post-10049-ca,local,Post 10049,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Ventura County,ventura-county,ca_06111,4242 E Los Angeles Ave,Simi Valley,93063,34.2715921,-118.7122984,true,(805) 583-9722,,vfw10049.org,,,,,,10049,No,true,false,false,true,false,false
VFW Post 10110,vfw-post-10110-ca,local,Post 10110,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Santa Cruz County,santa-cruz-county,ca_06087,Po Box 928,Aptos,95001,36.993095,-121.9847401,true,(831) 688-7711,,,,,,,,10110,,false,true,false,false,true,false
VFW Post 10149,vfw-post-10149-ca,local,Post 10149,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Riverside County,riverside-county,ca_06065,68845 Perez Rd,Cathedral City,92234,33.7840343,-116.4621415,true,(760) 324-2306,,,,,,,,10149,,false,false,false,false,false,false
VFW Post 42948,vfw-post-42948-ca,local,Post 42948,vfw,VFW,spanish-american-war,Spanish-American War,CA,california,Yuba County,yuba-county,ca_06115,1703 Elm St,Marysville,95901,39.1540615,-121.5885544,true,(530) 742-3826,,,,,,,,42948,,false,false,false,false,false,false
VFW Post 61,vfw-post-61-co,local,Post 61,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Pueblo County,pueblo-county,co_08101,3204 N Elizabeth St,Pueblo,81008,38.3169016,-104.6157988,true,(719) 542-9952,,,,,,,,61,,false,false,false,false,false,false
VFW POST 101,vfw-post-101-co,local,Post 101,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,El Paso County,el-paso-county,co_08041,702 S Tejon St,Colorado Springs,80903,38.8243377,-104.8241174,true,(719) 632-2776,,,,,,,,101,,true,true,false,false,true,false
VFW Post 501,vfw-post-501-co,local,Post 501,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Jefferson County,jefferson-county,co_08059,4747 W Colfax Ave,Denver,80204,39.7404343,-105.0480555,true,(303) 623-1651,,,,,,,,501,,false,false,false,false,false,false
VFW POST 1166,vfw-post-1166-co,local,Post 1166,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Chaffee County,chaffee-county,co_08015,27318 County Road 314,Buena Vista,81211,38.844103,-106.1299485,true,(719) 395-2929,,,,,,,,1166,,true,false,false,false,false,false
VFW Post 2585,vfw-post-2585-co,local,Post 2585,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Weld County,weld-county,co_08123,104 N 1St St,Johnstown,80534,40.3371489,-104.9157888,true,(970) 587-4500,,,,,,,,2585,,true,false,false,true,false,false
VFW Post 2788,vfw-post-2788-co,local,Post 2788,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Fremont County,fremont-county,co_08043,402 Broadway St,Penrose,81240,38.4247648,-105.0225049,true,(719) 372-3719,,,,,,,,2788,,true,true,false,true,true,false
VFW Post 2841,vfw-post-2841-co,local,Post 2841,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Adams County,adams-county,co_08001,161 N Main St,Brighton,80601,39.989146,-104.820887,true,(303) 659-9902,,,,,,,,2841,,false,false,false,false,false,false
VFW POST 3551,vfw-post-3551-co,local,Post 3551,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Washington County,washington-county,co_08121,110 Clayton St,Brush,80723,40.2545047,-103.6232299,true,(970) 842-4337,,,,,,,,3551,,false,false,false,true,false,false
VFW Post 3631,vfw-post-3631-co,local,Post 3631,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Arapahoe County,arapahoe-county,co_08005,18545 E Colfax Ave,Aurora,80011,39.7403384,-104.7754064,true,(303) 344-2463,,,,,,,,3631,,true,false,false,true,false,false
VFW POST 3917,vfw-post-3917-co,local,Post 3917,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,El Paso County,el-paso-county,co_08041,4715 Clearview Dr,Colorado Springs,80911,38.8339578,-104.825348,true,t(719)392-8677,,,,,,,,3917,,true,true,false,false,true,false
VFW POST 3981,vfw-post-3981-co,local,Post 3981,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Mesa County,mesa-county,co_08077,503 1/2 Florence Rd,Grand Junction,81504,39.0781649,-108.4986665,true,(970) 257-7745,,,,,,,,3981,,false,true,false,false,false,false
VFW POST 4001,vfw-post-4001-co,local,Post 4001,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Baca County,baca-county,co_08009,27913 Us Highway 287,Springfield,81073,37.4046711,-102.6125657,true,(719) 523-4227,,,,,,,,4001,,false,false,false,false,false,false
VFW Post 4031,vfw-post-4031-co,local,Post 4031,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,San Juan County,san-juan-county,co_08111,1550 Main Ave,Durango,81301,37.2804199,-107.8781986,true,(970) 247-0384,,,,,,,,4031,,true,false,false,true,false,false
VFW POST 4444,vfw-post-4444-co,local,Post 4444,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Denver County,denver-county,co_08031,6496 1/2 Highway 2,Commerce City,80022,39.6796152,-104.937699,true,(303) 286-8658,,,,,,,,4444,,true,false,false,false,false,false
VFW Post 4663,vfw-post-4663-co,local,Post 4663,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Mesa County,mesa-county,co_08077,3244 1/4 Rood Ave Ste. F,Clifton,81520,39.0568995,-108.4861295,true,(970) 434-9470,,,,,,,,4663,,false,false,false,false,false,false
VFW Post 4666,vfw-post-4666-co,local,Post 4666,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Arapahoe County,arapahoe-county,co_08005,5748 S Gallup St,Littleton,80120,39.612452,-105.001993,true,(303) 738-8577,,,,,,,,4666,,false,false,false,false,false,false
VFW POST 6461,vfw-post-6461-co,local,Post 6461,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Pueblo County,pueblo-county,co_08101,753 S Santa Fe Ave,Fountain,80817,38.6747262,-104.7059401,true,(719) 382-7957,,,,,,,,6461,,true,true,false,false,true,false
VFW POST 6482,vfw-post-6482-co,local,Post 6482,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Yuma County,yuma-county,co_08125,229 E Denver St,Holyoke,80734,40.585151,-102.3099902,true,(970) 854-3486,,,,,,,,6482,,true,false,false,true,false,false
VFW Post 6616,vfw-post-6616-co,local,Post 6616,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Denver County,denver-county,co_08031,4300 Pecos St,Denver,80211,39.7756765,-105.0062654,true,(303) 477-9257,,,,,,,,6616,,false,false,false,false,false,false
VFW Post 9332,vfw-post-9332-co,local,Post 9332,vfw,VFW,spanish-american-war,Spanish-American War,CO,colorado,Denver County,denver-county,co_08031,1190 W 62Nd Ave,Denver,80221,39.6796152,-104.937699,true,(303) 426-0690,,,,,,,,9332,,false,false,false,false,false,false
VFW Post 399,vfw-post-399-ct,local,Post 399,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,465 Riverside Ave,Westport,6880,41.1247211,-73.3714094,true,(203) 227-6796,,,,,,,,399,,true,true,false,false,true,false
VFW POST 583,vfw-post-583-ct,local,Post 583,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,544 Main St,Middletown,6457,41.5635646,-72.6512927,true,(860) 343-9922,,,,,,,,583,,false,true,false,false,false,false
VFW Post 597,vfw-post-597-ct,local,Post 597,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,2 S Cliff St,Ansonia,6401,41.3422225,-73.0743343,true,(203) 734-9931,,,,,,,,597,,false,false,false,false,false,false
VFW Post 603,vfw-post-603-ct,local,Post 603,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,48 High St,Norwalk,6851,41.1218818,-73.4117381,true,(203) 847-9927,,,,,,,,603,,false,true,false,false,true,false
VFW POST # 935,vfw-post-935-ct,local,Post 935,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,40 Main St,Bethel,6801,41.3729284,-73.4088423,true,(203) 794-1050,,,,,,,,935,,false,false,false,false,false,false
VFW Post 1672,vfw-post-1672-ct,local,Post 1672,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,11 Avery Rd,New Milford,6776,41.6013994,-73.4076314,true,(860) 354-7903,,,,,,,,1672,,true,true,false,false,true,false
VFW Post 6123,vfw-post-6123-ct,local,Post 6123,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,36 Fairview St,Windsor Locks,6096,41.9381339,-72.6260067,true,(860) 623-6856,,,,,,,,6123,,true,false,false,false,false,false
VFW Post 6573,vfw-post-6573-ct,local,Post 6573,vfw,VFW,spanish-american-war,Spanish-American War,CT,connecticut,,,ct_,382 Boston Post Rd,Waterford,6385,41.3538558,-72.1647886,true,(860) 443-0442,,,,,,,,6573,,true,false,false,false,false,false
